#string_protein_id	preferred_name	protein_size	annotation
1131269.AQVV01000014_gene184	AQVV01000014_gene184	97	annotation not available
1131269.AQVV01000014_gene185	AQVV01000014_gene185	1010	annotation not available
1131269.AQVV01000014_gene186	AQVV01000014_gene186	160	annotation not available
1131269.AQVV01000014_gene187	AQVV01000014_gene187	90	annotation not available
1131269.AQVV01000014_gene188	AQVV01000014_gene188	99	annotation not available
1131269.AQVV01000014_gene189	AQVV01000014_gene189	179	annotation not available
1131269.AQVV01000014_gene190	AQVV01000014_gene190	147	annotation not available
1131269.AQVV01000014_gene191	AQVV01000014_gene191	122	annotation not available
1131269.AQVV01000014_gene192	AQVV01000014_gene192	489	annotation not available
1131269.AQVV01000014_gene193	AQVV01000014_gene193	645	annotation not available
1131269.AQVV01000014_gene194	AQVV01000014_gene194	500	annotation not available
1131269.AQVV01000014_gene195	AQVV01000014_gene195	451	annotation not available
1131269.AQVV01000014_gene196	AQVV01000014_gene196	145	annotation not available
1131269.AQVV01000014_gene197	AQVV01000014_gene197	223	annotation not available
1131269.AQVV01000014_gene198	AQVV01000014_gene198	414	annotation not available
1131269.AQVV01000014_gene199	AQVV01000014_gene199	303	annotation not available
1131269.AQVV01000014_gene200	AQVV01000014_gene200	225	annotation not available
1131269.AQVV01000014_gene201	AQVV01000014_gene201	93	annotation not available
1131269.AQVV01000014_gene202	AQVV01000014_gene202	253	annotation not available
1131269.AQVV01000014_gene203	AQVV01000014_gene203	292	annotation not available
1131269.AQVV01000014_gene204	AQVV01000014_gene204	163	annotation not available
1131269.AQVV01000014_gene205	AQVV01000014_gene205	433	annotation not available
1131269.AQVV01000014_gene206	AQVV01000014_gene206	239	annotation not available
1131269.AQVV01000014_gene207	AQVV01000014_gene207	89	annotation not available
1131269.AQVV01000014_gene208	AQVV01000014_gene208	198	annotation not available
1131269.AQVV01000014_gene209	AQVV01000014_gene209	231	annotation not available
1131269.AQVV01000014_gene210	AQVV01000014_gene210	909	annotation not available
1131269.AQVV01000014_gene211	AQVV01000014_gene211	106	annotation not available
1131269.AQVV01000014_gene212	AQVV01000014_gene212	112	annotation not available
1131269.AQVV01000015_gene2001	AQVV01000015_gene2001	35	annotation not available
1131269.AQVV01000015_gene2002	AQVV01000015_gene2002	368	annotation not available
1131269.AQVV01000015_gene2003	AQVV01000015_gene2003	572	annotation not available
1131269.AQVV01000015_gene2004	AQVV01000015_gene2004	296	annotation not available
1131269.AQVV01000015_gene2005	AQVV01000015_gene2005	230	annotation not available
1131269.AQVV01000015_gene2006	AQVV01000015_gene2006	468	annotation not available
1131269.AQVV01000015_gene2007	AQVV01000015_gene2007	81	annotation not available
1131269.AQVV01000015_gene2008	AQVV01000015_gene2008	377	annotation not available
1131269.AQVV01000015_gene2009	AQVV01000015_gene2009	206	annotation not available
1131269.AQVV01000015_gene2010	AQVV01000015_gene2010	240	annotation not available
1131269.AQVV01000015_gene2011	AQVV01000015_gene2011	144	annotation not available
1131269.AQVV01000015_gene2012	AQVV01000015_gene2012	439	annotation not available
1131269.AQVV01000015_gene2013	AQVV01000015_gene2013	360	annotation not available
1131269.AQVV01000015_gene2014	AQVV01000015_gene2014	339	annotation not available
1131269.AQVV01000015_gene2015	AQVV01000015_gene2015	540	annotation not available
1131269.AQVV01000015_gene2016	AQVV01000015_gene2016	139	annotation not available
1131269.AQVV01000015_gene2017	AQVV01000015_gene2017	459	annotation not available
1131269.AQVV01000015_gene2018	AQVV01000015_gene2018	410	annotation not available
1131269.AQVV01000015_gene2019	AQVV01000015_gene2019	863	annotation not available
1131269.AQVV01000015_gene2020	AQVV01000015_gene2020	344	annotation not available
1131269.AQVV01000015_gene2021	AQVV01000015_gene2021	613	annotation not available
1131269.AQVV01000015_gene2022	AQVV01000015_gene2022	497	annotation not available
1131269.AQVV01000015_gene2023	AQVV01000015_gene2023	450	annotation not available
1131269.AQVV01000015_gene2024	AQVV01000015_gene2024	389	annotation not available
1131269.AQVV01000015_gene2025	AQVV01000015_gene2025	360	annotation not available
1131269.AQVV01000015_gene2026	AQVV01000015_gene2026	84	annotation not available
1131269.AQVV01000015_gene2027	AQVV01000015_gene2027	518	annotation not available
1131269.AQVV01000015_gene2028	AQVV01000015_gene2028	632	annotation not available
1131269.AQVV01000015_gene2029	AQVV01000015_gene2029	303	annotation not available
1131269.AQVV01000015_gene2030	AQVV01000015_gene2030	475	annotation not available
1131269.AQVV01000015_gene2031	AQVV01000015_gene2031	592	annotation not available
1131269.AQVV01000015_gene2032	AQVV01000015_gene2032	378	annotation not available
1131269.AQVV01000015_gene2033	AQVV01000015_gene2033	342	annotation not available
1131269.AQVV01000015_gene2034	AQVV01000015_gene2034	250	annotation not available
1131269.AQVV01000015_gene2035	AQVV01000015_gene2035	331	annotation not available
1131269.AQVV01000015_gene2036	AQVV01000015_gene2036	600	annotation not available
1131269.AQVV01000015_gene2037	AQVV01000015_gene2037	267	annotation not available
1131269.AQVV01000015_gene2038	AQVV01000015_gene2038	352	annotation not available
1131269.AQVV01000015_gene2039	AQVV01000015_gene2039	299	annotation not available
1131269.AQVV01000015_gene2040	AQVV01000015_gene2040	374	annotation not available
1131269.AQVV01000015_gene2041	AQVV01000015_gene2041	382	annotation not available
1131269.AQVV01000015_gene2042	AQVV01000015_gene2042	76	annotation not available
1131269.AQVV01000015_gene2043	AQVV01000015_gene2043	337	annotation not available
1131269.AQVV01000015_gene2044	AQVV01000015_gene2044	134	annotation not available
1131269.AQVV01000015_gene2045	AQVV01000015_gene2045	294	annotation not available
1131269.AQVV01000015_gene2046	AQVV01000015_gene2046	378	annotation not available
1131269.AQVV01000015_gene2047	AQVV01000015_gene2047	87	annotation not available
1131269.AQVV01000015_gene2048	AQVV01000015_gene2048	216	annotation not available
1131269.AQVV01000016_gene1815	AQVV01000016_gene1815	274	annotation not available
1131269.AQVV01000016_gene1816	AQVV01000016_gene1816	340	annotation not available
1131269.AQVV01000016_gene1817	AQVV01000016_gene1817	482	annotation not available
1131269.AQVV01000016_gene1818	AQVV01000016_gene1818	349	annotation not available
1131269.AQVV01000016_gene1819	AQVV01000016_gene1819	54	annotation not available
1131269.AQVV01000016_gene1820	AQVV01000016_gene1820	38	annotation not available
1131269.AQVV01000016_gene1821	AQVV01000016_gene1821	86	annotation not available
1131269.AQVV01000016_gene1822	AQVV01000016_gene1822	198	annotation not available
1131269.AQVV01000016_gene1823	AQVV01000016_gene1823	224	annotation not available
1131269.AQVV01000016_gene1824	AQVV01000016_gene1824	79	annotation not available
1131269.AQVV01000016_gene1825	AQVV01000016_gene1825	621	annotation not available
1131269.AQVV01000016_gene1826	AQVV01000016_gene1826	133	annotation not available
1131269.AQVV01000016_gene1827	AQVV01000016_gene1827	146	annotation not available
1131269.AQVV01000016_gene1828	AQVV01000016_gene1828	490	annotation not available
1131269.AQVV01000016_gene1829	AQVV01000016_gene1829	115	annotation not available
1131269.AQVV01000016_gene1830	AQVV01000016_gene1830	458	annotation not available
1131269.AQVV01000016_gene1831	AQVV01000016_gene1831	527	annotation not available
1131269.AQVV01000016_gene1832	AQVV01000016_gene1832	116	annotation not available
1131269.AQVV01000016_gene1833	AQVV01000016_gene1833	33	annotation not available
1131269.AQVV01000016_gene1834	AQVV01000016_gene1834	127	annotation not available
1131269.AQVV01000016_gene1835	AQVV01000016_gene1835	373	annotation not available
1131269.AQVV01000016_gene1836	AQVV01000016_gene1836	106	annotation not available
1131269.AQVV01000016_gene1837	AQVV01000016_gene1837	60	annotation not available
1131269.AQVV01000016_gene1838	AQVV01000016_gene1838	228	annotation not available
1131269.AQVV01000016_gene1839	AQVV01000016_gene1839	224	annotation not available
1131269.AQVV01000016_gene1840	AQVV01000016_gene1840	600	annotation not available
1131269.AQVV01000016_gene1841	AQVV01000016_gene1841	342	annotation not available
1131269.AQVV01000016_gene1842	AQVV01000016_gene1842	374	annotation not available
1131269.AQVV01000016_gene1843	AQVV01000016_gene1843	128	annotation not available
1131269.AQVV01000016_gene1844	AQVV01000016_gene1844	448	annotation not available
1131269.AQVV01000016_gene1845	AQVV01000016_gene1845	455	annotation not available
1131269.AQVV01000016_gene1846	AQVV01000016_gene1846	176	annotation not available
1131269.AQVV01000016_gene1847	AQVV01000016_gene1847	90	annotation not available
1131269.AQVV01000016_gene1848	AQVV01000016_gene1848	108	annotation not available
1131269.AQVV01000016_gene1849	AQVV01000016_gene1849	498	annotation not available
1131269.AQVV01000016_gene1850	AQVV01000016_gene1850	174	annotation not available
1131269.AQVV01000016_gene1851	AQVV01000016_gene1851	56	annotation not available
1131269.AQVV01000016_gene1852	AQVV01000016_gene1852	501	annotation not available
1131269.AQVV01000016_gene1853	AQVV01000016_gene1853	151	annotation not available
1131269.AQVV01000016_gene1854	AQVV01000016_gene1854	122	annotation not available
1131269.AQVV01000016_gene1855	AQVV01000016_gene1855	593	annotation not available
1131269.AQVV01000016_gene1856	AQVV01000016_gene1856	37	annotation not available
1131269.AQVV01000016_gene1857	AQVV01000016_gene1857	209	annotation not available
1131269.AQVV01000016_gene1858	AQVV01000016_gene1858	265	annotation not available
1131269.AQVV01000016_gene1859	AQVV01000016_gene1859	303	annotation not available
1131269.AQVV01000016_gene1860	AQVV01000016_gene1860	266	annotation not available
1131269.AQVV01000016_gene1861	AQVV01000016_gene1861	249	annotation not available
1131269.AQVV01000016_gene1862	AQVV01000016_gene1862	241	annotation not available
1131269.AQVV01000016_gene1863	AQVV01000016_gene1863	144	annotation not available
1131269.AQVV01000016_gene1864	AQVV01000016_gene1864	561	annotation not available
1131269.AQVV01000016_gene1865	AQVV01000016_gene1865	173	annotation not available
1131269.AQVV01000016_gene1866	AQVV01000016_gene1866	73	annotation not available
1131269.AQVV01000016_gene1867	AQVV01000016_gene1867	84	annotation not available
1131269.AQVV01000016_gene1868	AQVV01000016_gene1868	153	annotation not available
1131269.AQVV01000016_gene1869	AQVV01000016_gene1869	99	annotation not available
1131269.AQVV01000016_gene1870	AQVV01000016_gene1870	111	annotation not available
1131269.AQVV01000016_gene1871	AQVV01000016_gene1871	341	annotation not available
1131269.AQVV01000016_gene1872	AQVV01000016_gene1872	477	annotation not available
1131269.AQVV01000016_gene1873	AQVV01000016_gene1873	151	annotation not available
1131269.AQVV01000016_gene1874	AQVV01000016_gene1874	59	annotation not available
1131269.AQVV01000016_gene1875	AQVV01000016_gene1875	39	annotation not available
1131269.AQVV01000016_gene1876	AQVV01000016_gene1876	147	annotation not available
1131269.AQVV01000016_gene1877	AQVV01000016_gene1877	856	annotation not available
1131269.AQVV01000016_gene1878	AQVV01000016_gene1878	105	annotation not available
1131269.AQVV01000017_gene1952	AQVV01000017_gene1952	537	annotation not available
1131269.AQVV01000017_gene1953	AQVV01000017_gene1953	231	annotation not available
1131269.AQVV01000017_gene1954	AQVV01000017_gene1954	486	annotation not available
1131269.AQVV01000017_gene1955	AQVV01000017_gene1955	353	annotation not available
1131269.AQVV01000017_gene1956	AQVV01000017_gene1956	276	annotation not available
1131269.AQVV01000017_gene1957	AQVV01000017_gene1957	187	annotation not available
1131269.AQVV01000017_gene1958	AQVV01000017_gene1958	39	annotation not available
1131269.AQVV01000017_gene1959	AQVV01000017_gene1959	193	annotation not available
1131269.AQVV01000017_gene1960	AQVV01000017_gene1960	361	annotation not available
1131269.AQVV01000017_gene1961	AQVV01000017_gene1961	259	annotation not available
1131269.AQVV01000017_gene1962	AQVV01000017_gene1962	636	annotation not available
1131269.AQVV01000017_gene1963	AQVV01000017_gene1963	564	annotation not available
1131269.AQVV01000017_gene1964	AQVV01000017_gene1964	414	annotation not available
1131269.AQVV01000017_gene1965	AQVV01000017_gene1965	101	annotation not available
1131269.AQVV01000017_gene1966	AQVV01000017_gene1966	87	annotation not available
1131269.AQVV01000017_gene1967	AQVV01000017_gene1967	302	annotation not available
1131269.AQVV01000017_gene1968	AQVV01000017_gene1968	359	annotation not available
1131269.AQVV01000017_gene1969	AQVV01000017_gene1969	775	annotation not available
1131269.AQVV01000017_gene1970	AQVV01000017_gene1970	141	annotation not available
1131269.AQVV01000017_gene1971	AQVV01000017_gene1971	187	annotation not available
1131269.AQVV01000017_gene1972	AQVV01000017_gene1972	148	annotation not available
1131269.AQVV01000017_gene1973	AQVV01000017_gene1973	258	annotation not available
1131269.AQVV01000017_gene1974	AQVV01000017_gene1974	273	annotation not available
1131269.AQVV01000017_gene1975	AQVV01000017_gene1975	271	annotation not available
1131269.AQVV01000017_gene1976	AQVV01000017_gene1976	272	annotation not available
1131269.AQVV01000017_gene1977	AQVV01000017_gene1977	98	annotation not available
1131269.AQVV01000017_gene1978	AQVV01000017_gene1978	1158	annotation not available
1131269.AQVV01000017_gene1979	AQVV01000017_gene1979	288	annotation not available
1131269.AQVV01000017_gene1980	AQVV01000017_gene1980	439	annotation not available
1131269.AQVV01000017_gene1981	AQVV01000017_gene1981	257	annotation not available
1131269.AQVV01000017_gene1982	AQVV01000017_gene1982	310	annotation not available
1131269.AQVV01000017_gene1983	AQVV01000017_gene1983	564	annotation not available
1131269.AQVV01000017_gene1984	AQVV01000017_gene1984	540	annotation not available
1131269.AQVV01000017_gene1985	AQVV01000017_gene1985	85	annotation not available
1131269.AQVV01000017_gene1986	AQVV01000017_gene1986	273	annotation not available
1131269.AQVV01000017_gene1987	AQVV01000017_gene1987	228	annotation not available
1131269.AQVV01000017_gene1988	AQVV01000017_gene1988	354	annotation not available
1131269.AQVV01000017_gene1989	AQVV01000017_gene1989	293	annotation not available
1131269.AQVV01000017_gene1990	AQVV01000017_gene1990	468	annotation not available
1131269.AQVV01000017_gene1991	AQVV01000017_gene1991	174	annotation not available
1131269.AQVV01000017_gene1992	AQVV01000017_gene1992	320	annotation not available
1131269.AQVV01000017_gene1993	AQVV01000017_gene1993	181	annotation not available
1131269.AQVV01000017_gene1994	AQVV01000017_gene1994	80	annotation not available
1131269.AQVV01000017_gene1995	AQVV01000017_gene1995	166	annotation not available
1131269.AQVV01000017_gene1996	AQVV01000017_gene1996	195	annotation not available
1131269.AQVV01000017_gene1997	AQVV01000017_gene1997	143	annotation not available
1131269.AQVV01000017_gene1998	AQVV01000017_gene1998	53	annotation not available
1131269.AQVV01000018_gene1887	AQVV01000018_gene1887	312	annotation not available
1131269.AQVV01000018_gene1888	AQVV01000018_gene1888	146	annotation not available
1131269.AQVV01000018_gene1889	AQVV01000018_gene1889	727	annotation not available
1131269.AQVV01000018_gene1890	AQVV01000018_gene1890	321	annotation not available
1131269.AQVV01000018_gene1891	AQVV01000018_gene1891	281	annotation not available
1131269.AQVV01000018_gene1892	AQVV01000018_gene1892	244	annotation not available
1131269.AQVV01000018_gene1893	AQVV01000018_gene1893	209	annotation not available
1131269.AQVV01000018_gene1894	AQVV01000018_gene1894	333	annotation not available
1131269.AQVV01000018_gene1895	AQVV01000018_gene1895	162	annotation not available
1131269.AQVV01000018_gene1896	AQVV01000018_gene1896	217	annotation not available
1131269.AQVV01000018_gene1897	AQVV01000018_gene1897	240	annotation not available
1131269.AQVV01000018_gene1898	AQVV01000018_gene1898	681	annotation not available
1131269.AQVV01000018_gene1899	AQVV01000018_gene1899	313	annotation not available
1131269.AQVV01000018_gene1900	AQVV01000018_gene1900	117	annotation not available
1131269.AQVV01000018_gene1901	AQVV01000018_gene1901	69	annotation not available
1131269.AQVV01000018_gene1902	AQVV01000018_gene1902	308	annotation not available
1131269.AQVV01000018_gene1903	AQVV01000018_gene1903	391	annotation not available
1131269.AQVV01000018_gene1904	AQVV01000018_gene1904	160	annotation not available
1131269.AQVV01000018_gene1905	AQVV01000018_gene1905	436	annotation not available
1131269.AQVV01000018_gene1906	AQVV01000018_gene1906	92	annotation not available
1131269.AQVV01000018_gene1907	AQVV01000018_gene1907	407	annotation not available
1131269.AQVV01000018_gene1908	AQVV01000018_gene1908	242	annotation not available
1131269.AQVV01000018_gene1909	AQVV01000018_gene1909	283	annotation not available
1131269.AQVV01000018_gene1910	AQVV01000018_gene1910	273	annotation not available
1131269.AQVV01000018_gene1911	AQVV01000018_gene1911	705	annotation not available
1131269.AQVV01000018_gene1912	AQVV01000018_gene1912	524	annotation not available
1131269.AQVV01000018_gene1913	AQVV01000018_gene1913	428	annotation not available
1131269.AQVV01000018_gene1914	AQVV01000018_gene1914	219	annotation not available
1131269.AQVV01000018_gene1915	AQVV01000018_gene1915	263	annotation not available
1131269.AQVV01000018_gene1916	AQVV01000018_gene1916	180	annotation not available
1131269.AQVV01000018_gene1917	AQVV01000018_gene1917	68	annotation not available
1131269.AQVV01000018_gene1918	AQVV01000018_gene1918	340	annotation not available
1131269.AQVV01000018_gene1919	AQVV01000018_gene1919	142	annotation not available
1131269.AQVV01000018_gene1920	AQVV01000018_gene1920	253	annotation not available
1131269.AQVV01000018_gene1921	AQVV01000018_gene1921	600	annotation not available
1131269.AQVV01000018_gene1922	AQVV01000018_gene1922	265	annotation not available
1131269.AQVV01000018_gene1923	AQVV01000018_gene1923	123	annotation not available
1131269.AQVV01000018_gene1924	AQVV01000018_gene1924	103	annotation not available
1131269.AQVV01000018_gene1925	AQVV01000018_gene1925	478	annotation not available
1131269.AQVV01000018_gene1926	AQVV01000018_gene1926	526	annotation not available
1131269.AQVV01000018_gene1927	AQVV01000018_gene1927	656	annotation not available
1131269.AQVV01000018_gene1928	AQVV01000018_gene1928	104	annotation not available
1131269.AQVV01000018_gene1929	AQVV01000018_gene1929	170	annotation not available
1131269.AQVV01000018_gene1930	AQVV01000018_gene1930	189	annotation not available
1131269.AQVV01000018_gene1931	AQVV01000018_gene1931	358	annotation not available
1131269.AQVV01000018_gene1932	AQVV01000018_gene1932	160	annotation not available
1131269.AQVV01000018_gene1933	AQVV01000018_gene1933	118	annotation not available
1131269.AQVV01000018_gene1934	AQVV01000018_gene1934	56	annotation not available
1131269.AQVV01000018_gene1935	AQVV01000018_gene1935	122	annotation not available
1131269.AQVV01000018_gene1936	AQVV01000018_gene1936	35	annotation not available
1131269.AQVV01000018_gene1937	AQVV01000018_gene1937	35	annotation not available
1131269.AQVV01000018_gene1938	AQVV01000018_gene1938	57	annotation not available
1131269.AQVV01000018_gene1939	AQVV01000018_gene1939	54	annotation not available
1131269.AQVV01000018_gene1940	AQVV01000018_gene1940	79	annotation not available
1131269.AQVV01000019_gene775	AQVV01000019_gene775	422	annotation not available
1131269.AQVV01000019_gene776	AQVV01000019_gene776	340	annotation not available
1131269.AQVV01000019_gene777	AQVV01000019_gene777	85	annotation not available
1131269.AQVV01000019_gene778	AQVV01000019_gene778	104	annotation not available
1131269.AQVV01000019_gene779	AQVV01000019_gene779	189	annotation not available
1131269.AQVV01000019_gene780	AQVV01000019_gene780	271	annotation not available
1131269.AQVV01000019_gene781	AQVV01000019_gene781	157	annotation not available
1131269.AQVV01000019_gene782	AQVV01000019_gene782	210	annotation not available
1131269.AQVV01000019_gene783	AQVV01000019_gene783	212	annotation not available
1131269.AQVV01000019_gene784	AQVV01000019_gene784	254	annotation not available
1131269.AQVV01000019_gene785	AQVV01000019_gene785	173	annotation not available
1131269.AQVV01000019_gene786	AQVV01000019_gene786	140	annotation not available
1131269.AQVV01000019_gene787	AQVV01000019_gene787	219	annotation not available
1131269.AQVV01000019_gene788	AQVV01000019_gene788	318	annotation not available
1131269.AQVV01000019_gene789	AQVV01000019_gene789	255	annotation not available
1131269.AQVV01000019_gene790	AQVV01000019_gene790	73	annotation not available
1131269.AQVV01000019_gene791	AQVV01000019_gene791	81	annotation not available
1131269.AQVV01000019_gene792	AQVV01000019_gene792	106	annotation not available
1131269.AQVV01000019_gene793	AQVV01000019_gene793	294	annotation not available
1131269.AQVV01000019_gene794	AQVV01000019_gene794	335	annotation not available
1131269.AQVV01000019_gene795	AQVV01000019_gene795	373	annotation not available
1131269.AQVV01000019_gene796	AQVV01000019_gene796	429	annotation not available
1131269.AQVV01000019_gene797	AQVV01000019_gene797	252	annotation not available
1131269.AQVV01000019_gene798	AQVV01000019_gene798	805	annotation not available
1131269.AQVV01000019_gene799	AQVV01000019_gene799	171	annotation not available
1131269.AQVV01000019_gene800	AQVV01000019_gene800	152	annotation not available
1131269.AQVV01000019_gene801	AQVV01000019_gene801	454	annotation not available
1131269.AQVV01000019_gene802	AQVV01000019_gene802	47	annotation not available
1131269.AQVV01000019_gene803	AQVV01000019_gene803	179	annotation not available
1131269.AQVV01000019_gene804	AQVV01000019_gene804	72	annotation not available
1131269.AQVV01000019_gene805	AQVV01000019_gene805	744	annotation not available
1131269.AQVV01000019_gene806	AQVV01000019_gene806	218	annotation not available
1131269.AQVV01000019_gene807	AQVV01000019_gene807	258	annotation not available
1131269.AQVV01000019_gene808	AQVV01000019_gene808	164	annotation not available
1131269.AQVV01000019_gene809	AQVV01000019_gene809	433	annotation not available
1131269.AQVV01000019_gene810	AQVV01000019_gene810	146	annotation not available
1131269.AQVV01000019_gene811	AQVV01000019_gene811	194	annotation not available
1131269.AQVV01000019_gene812	AQVV01000019_gene812	241	annotation not available
1131269.AQVV01000019_gene813	AQVV01000019_gene813	141	annotation not available
1131269.AQVV01000019_gene814	AQVV01000019_gene814	186	annotation not available
1131269.AQVV01000019_gene815	AQVV01000019_gene815	39	annotation not available
1131269.AQVV01000019_gene816	AQVV01000019_gene816	289	annotation not available
1131269.AQVV01000019_gene817	AQVV01000019_gene817	195	annotation not available
1131269.AQVV01000019_gene818	AQVV01000019_gene818	200	annotation not available
1131269.AQVV01000019_gene819	AQVV01000019_gene819	529	annotation not available
1131269.AQVV01000019_gene820	AQVV01000019_gene820	119	annotation not available
1131269.AQVV01000019_gene821	AQVV01000019_gene821	181	annotation not available
1131269.AQVV01000019_gene822	AQVV01000019_gene822	384	annotation not available
1131269.AQVV01000020_gene2177	AQVV01000020_gene2177	225	annotation not available
1131269.AQVV01000020_gene2178	AQVV01000020_gene2178	37	annotation not available
1131269.AQVV01000020_gene2179	AQVV01000020_gene2179	126	annotation not available
1131269.AQVV01000020_gene2180	AQVV01000020_gene2180	80	annotation not available
1131269.AQVV01000020_gene2181	AQVV01000020_gene2181	149	annotation not available
1131269.AQVV01000020_gene2182	AQVV01000020_gene2182	99	annotation not available
1131269.AQVV01000020_gene2183	AQVV01000020_gene2183	280	annotation not available
1131269.AQVV01000020_gene2184	AQVV01000020_gene2184	62	annotation not available
1131269.AQVV01000020_gene2185	AQVV01000020_gene2185	87	annotation not available
1131269.AQVV01000020_gene2186	AQVV01000020_gene2186	149	annotation not available
1131269.AQVV01000020_gene2187	AQVV01000020_gene2187	273	annotation not available
1131269.AQVV01000020_gene2188	AQVV01000020_gene2188	900	annotation not available
1131269.AQVV01000020_gene2189	AQVV01000020_gene2189	461	annotation not available
1131269.AQVV01000020_gene2190	AQVV01000020_gene2190	408	annotation not available
1131269.AQVV01000020_gene2191	AQVV01000020_gene2191	1087	annotation not available
1131269.AQVV01000020_gene2192	AQVV01000020_gene2192	277	annotation not available
1131269.AQVV01000020_gene2193	AQVV01000020_gene2193	249	annotation not available
1131269.AQVV01000020_gene2194	AQVV01000020_gene2194	319	annotation not available
1131269.AQVV01000020_gene2195	AQVV01000020_gene2195	323	annotation not available
1131269.AQVV01000020_gene2196	AQVV01000020_gene2196	672	annotation not available
1131269.AQVV01000020_gene2197	AQVV01000020_gene2197	182	annotation not available
1131269.AQVV01000020_gene2198	AQVV01000020_gene2198	663	annotation not available
1131269.AQVV01000020_gene2199	AQVV01000020_gene2199	383	annotation not available
1131269.AQVV01000020_gene2200	AQVV01000020_gene2200	882	annotation not available
1131269.AQVV01000020_gene2201	AQVV01000020_gene2201	602	annotation not available
1131269.AQVV01000020_gene2202	AQVV01000020_gene2202	279	annotation not available
1131269.AQVV01000020_gene2203	AQVV01000020_gene2203	496	annotation not available
1131269.AQVV01000020_gene2204	AQVV01000020_gene2204	333	annotation not available
1131269.AQVV01000020_gene2205	AQVV01000020_gene2205	337	annotation not available
1131269.AQVV01000020_gene2206	AQVV01000020_gene2206	102	annotation not available
1131269.AQVV01000020_gene2207	AQVV01000020_gene2207	214	annotation not available
1131269.AQVV01000020_gene2208	AQVV01000020_gene2208	468	annotation not available
1131269.AQVV01000020_gene2209	AQVV01000020_gene2209	373	annotation not available
1131269.AQVV01000020_gene2210	AQVV01000020_gene2210	302	annotation not available
1131269.AQVV01000020_gene2211	AQVV01000020_gene2211	184	annotation not available
1131269.AQVV01000020_gene2212	AQVV01000020_gene2212	906	annotation not available
1131269.AQVV01000020_gene2213	AQVV01000020_gene2213	465	annotation not available
1131269.AQVV01000020_gene2214	AQVV01000020_gene2214	94	annotation not available
1131269.AQVV01000021_gene2136	AQVV01000021_gene2136	271	annotation not available
1131269.AQVV01000021_gene2137	AQVV01000021_gene2137	131	annotation not available
1131269.AQVV01000021_gene2138	AQVV01000021_gene2138	337	annotation not available
1131269.AQVV01000021_gene2139	AQVV01000021_gene2139	257	annotation not available
1131269.AQVV01000021_gene2140	AQVV01000021_gene2140	171	annotation not available
1131269.AQVV01000021_gene2141	AQVV01000021_gene2141	618	annotation not available
1131269.AQVV01000021_gene2142	AQVV01000021_gene2142	663	annotation not available
1131269.AQVV01000021_gene2143	AQVV01000021_gene2143	397	annotation not available
1131269.AQVV01000021_gene2144	AQVV01000021_gene2144	205	annotation not available
1131269.AQVV01000021_gene2145	AQVV01000021_gene2145	468	annotation not available
1131269.AQVV01000021_gene2146	AQVV01000021_gene2146	152	annotation not available
1131269.AQVV01000021_gene2147	AQVV01000021_gene2147	148	annotation not available
1131269.AQVV01000021_gene2148	AQVV01000021_gene2148	235	annotation not available
1131269.AQVV01000021_gene2149	AQVV01000021_gene2149	453	annotation not available
1131269.AQVV01000021_gene2150	AQVV01000021_gene2150	606	annotation not available
1131269.AQVV01000021_gene2151	AQVV01000021_gene2151	402	annotation not available
1131269.AQVV01000021_gene2152	AQVV01000021_gene2152	250	annotation not available
1131269.AQVV01000021_gene2153	AQVV01000021_gene2153	440	annotation not available
1131269.AQVV01000021_gene2154	AQVV01000021_gene2154	152	annotation not available
1131269.AQVV01000021_gene2155	AQVV01000021_gene2155	68	annotation not available
1131269.AQVV01000021_gene2156	AQVV01000021_gene2156	293	annotation not available
1131269.AQVV01000021_gene2157	AQVV01000021_gene2157	209	annotation not available
1131269.AQVV01000021_gene2158	AQVV01000021_gene2158	195	annotation not available
1131269.AQVV01000021_gene2159	AQVV01000021_gene2159	663	annotation not available
1131269.AQVV01000021_gene2160	AQVV01000021_gene2160	296	annotation not available
1131269.AQVV01000021_gene2161	AQVV01000021_gene2161	421	annotation not available
1131269.AQVV01000021_gene2162	AQVV01000021_gene2162	456	annotation not available
1131269.AQVV01000021_gene2163	AQVV01000021_gene2163	399	annotation not available
1131269.AQVV01000021_gene2164	AQVV01000021_gene2164	298	annotation not available
1131269.AQVV01000021_gene2165	AQVV01000021_gene2165	356	annotation not available
1131269.AQVV01000021_gene2166	AQVV01000021_gene2166	119	annotation not available
1131269.AQVV01000021_gene2167	AQVV01000021_gene2167	233	annotation not available
1131269.AQVV01000021_gene2168	AQVV01000021_gene2168	229	annotation not available
1131269.AQVV01000021_gene2169	AQVV01000021_gene2169	506	annotation not available
1131269.AQVV01000021_gene2170	AQVV01000021_gene2170	595	annotation not available
1131269.AQVV01000021_gene2171	AQVV01000021_gene2171	99	annotation not available
1131269.AQVV01000021_gene2172	AQVV01000021_gene2172	184	annotation not available
1131269.AQVV01000021_gene2173	AQVV01000021_gene2173	162	annotation not available
1131269.AQVV01000021_gene2174	AQVV01000021_gene2174	196	annotation not available
1131269.AQVV01000022_gene2215	AQVV01000022_gene2215	152	annotation not available
1131269.AQVV01000022_gene2216	AQVV01000022_gene2216	174	annotation not available
1131269.AQVV01000022_gene2217	AQVV01000022_gene2217	132	annotation not available
1131269.AQVV01000022_gene2218	AQVV01000022_gene2218	58	annotation not available
