#string_protein_id	preferred_name	protein_size	annotation
1121377.KB906403_gene3147	KB906403_gene3147	174	annotation not available
1121377.KB906403_gene3148	KB906403_gene3148	65	annotation not available
1121377.KB906403_gene3149	KB906403_gene3149	94	annotation not available
1121377.KB906403_gene3150	KB906403_gene3150	98	annotation not available
1121377.KB906403_gene3151	KB906403_gene3151	62	annotation not available
1121377.KB906403_gene3152	KB906403_gene3152	89	annotation not available
1121377.KB906403_gene3153	KB906403_gene3153	163	annotation not available
1121377.KB906403_gene3154	KB906403_gene3154	141	annotation not available
1121377.KB906403_gene3155	KB906403_gene3155	104	annotation not available
1121377.KB906403_gene3156	KB906403_gene3156	110	annotation not available
1121377.KB906403_gene3157	KB906403_gene3157	308	annotation not available
1121377.KB906403_gene3158	KB906403_gene3158	211	annotation not available
1121377.KB906403_gene3159	KB906403_gene3159	226	annotation not available
1121377.KB906403_gene3160	KB906403_gene3160	384	annotation not available
1121377.KB906403_gene3161	KB906403_gene3161	215	annotation not available
1121377.KB906403_gene3162	KB906403_gene3162	564	annotation not available
1121377.KB906403_gene3163	KB906403_gene3163	344	annotation not available
1121377.KB906403_gene3164	KB906403_gene3164	542	annotation not available
1121377.KB906403_gene3165	KB906403_gene3165	49	annotation not available
1121377.KB906403_gene3166	KB906403_gene3166	949	annotation not available
1121377.KB906404_gene2816	KB906404_gene2816	146	annotation not available
1121377.KB906404_gene2817	KB906404_gene2817	214	annotation not available
1121377.KB906404_gene2818	KB906404_gene2818	160	annotation not available
1121377.KB906404_gene2819	KB906404_gene2819	79	annotation not available
1121377.KB906404_gene2820	KB906404_gene2820	337	annotation not available
1121377.KB906404_gene2821	KB906404_gene2821	413	annotation not available
1121377.KB906404_gene2822	KB906404_gene2822	210	annotation not available
1121377.KB906404_gene2823	KB906404_gene2823	61	annotation not available
1121377.KB906404_gene2824	KB906404_gene2824	250	annotation not available
1121377.KB906404_gene2825	KB906404_gene2825	405	annotation not available
1121377.KB906404_gene2826	KB906404_gene2826	89	annotation not available
1121377.KB906404_gene2827	KB906404_gene2827	85	annotation not available
1121377.KB906404_gene2828	KB906404_gene2828	206	annotation not available
1121377.KB906404_gene2829	KB906404_gene2829	98	annotation not available
1121377.KB906404_gene2830	KB906404_gene2830	107	annotation not available
1121377.KB906404_gene2831	KB906404_gene2831	357	annotation not available
1121377.KB906404_gene2832	KB906404_gene2832	283	annotation not available
1121377.KB906404_gene2833	KB906404_gene2833	449	annotation not available
1121377.KB906404_gene2834	KB906404_gene2834	140	annotation not available
1121377.KB906404_gene2835	KB906404_gene2835	56	annotation not available
1121377.KB906404_gene2836	KB906404_gene2836	373	annotation not available
1121377.KB906404_gene2837	KB906404_gene2837	131	annotation not available
1121377.KB906404_gene2838	KB906404_gene2838	234	annotation not available
1121377.KB906404_gene2839	KB906404_gene2839	271	annotation not available
1121377.KB906404_gene2840	KB906404_gene2840	183	annotation not available
1121377.KB906404_gene2841	KB906404_gene2841	290	annotation not available
1121377.KB906404_gene2842	KB906404_gene2842	264	annotation not available
1121377.KB906404_gene2843	KB906404_gene2843	214	annotation not available
1121377.KB906404_gene2844	KB906404_gene2844	212	annotation not available
1121377.KB906404_gene2845	KB906404_gene2845	203	annotation not available
1121377.KB906404_gene2846	KB906404_gene2846	362	annotation not available
1121377.KB906404_gene2847	KB906404_gene2847	164	annotation not available
1121377.KB906404_gene2848	KB906404_gene2848	420	annotation not available
1121377.KB906404_gene2849	KB906404_gene2849	438	annotation not available
1121377.KB906404_gene2850	KB906404_gene2850	170	annotation not available
1121377.KB906404_gene2851	KB906404_gene2851	73	annotation not available
1121377.KB906404_gene2852	KB906404_gene2852	1034	annotation not available
1121377.KB906404_gene2853	KB906404_gene2853	251	annotation not available
1121377.KB906404_gene2854	KB906404_gene2854	439	annotation not available
1121377.KB906404_gene2855	KB906404_gene2855	212	annotation not available
1121377.KB906404_gene2856	KB906404_gene2856	287	annotation not available
1121377.KB906404_gene2857	KB906404_gene2857	102	annotation not available
1121377.KB906404_gene2858	KB906404_gene2858	246	annotation not available
1121377.KB906404_gene2859	KB906404_gene2859	216	annotation not available
1121377.KB906404_gene2860	KB906404_gene2860	371	annotation not available
1121377.KB906404_gene2861	KB906404_gene2861	267	annotation not available
1121377.KB906404_gene2862	KB906404_gene2862	467	annotation not available
1121377.KB906404_gene2863	KB906404_gene2863	428	annotation not available
1121377.KB906404_gene2864	KB906404_gene2864	370	annotation not available
1121377.KB906404_gene2865	KB906404_gene2865	192	annotation not available
1121377.KB906404_gene2866	KB906404_gene2866	232	annotation not available
1121377.KB906404_gene2867	KB906404_gene2867	195	annotation not available
1121377.KB906404_gene2868	KB906404_gene2868	367	annotation not available
1121377.KB906404_gene2869	KB906404_gene2869	306	annotation not available
1121377.KB906404_gene2870	KB906404_gene2870	196	annotation not available
1121377.KB906404_gene2871	KB906404_gene2871	472	annotation not available
1121377.KB906404_gene2872	KB906404_gene2872	421	annotation not available
1121377.KB906404_gene2873	KB906404_gene2873	226	annotation not available
1121377.KB906404_gene2874	KB906404_gene2874	354	annotation not available
1121377.KB906404_gene2875	KB906404_gene2875	67	annotation not available
1121377.KB906404_gene2876	KB906404_gene2876	34	annotation not available
1121377.KB906404_gene2877	KB906404_gene2877	576	annotation not available
1121377.KB906404_gene2878	KB906404_gene2878	895	annotation not available
1121377.KB906404_gene2879	KB906404_gene2879	1271	annotation not available
1121377.KB906404_gene2880	KB906404_gene2880	221	annotation not available
1121377.KB906404_gene2881	KB906404_gene2881	141	annotation not available
1121377.KB906404_gene2882	KB906404_gene2882	364	annotation not available
1121377.KB906404_gene2883	KB906404_gene2883	192	annotation not available
1121377.KB906404_gene2884	KB906404_gene2884	224	annotation not available
1121377.KB906404_gene2885	KB906404_gene2885	349	annotation not available
1121377.KB906404_gene2886	KB906404_gene2886	341	annotation not available
1121377.KB906404_gene2887	KB906404_gene2887	409	annotation not available
1121377.KB906404_gene2888	KB906404_gene2888	354	annotation not available
1121377.KB906404_gene2889	KB906404_gene2889	130	annotation not available
1121377.KB906404_gene2890	KB906404_gene2890	564	annotation not available
1121377.KB906404_gene2891	KB906404_gene2891	412	annotation not available
1121377.KB906404_gene2892	KB906404_gene2892	324	annotation not available
1121377.KB906404_gene2893	KB906404_gene2893	575	annotation not available
1121377.KB906404_gene2894	KB906404_gene2894	68	annotation not available
1121377.KB906404_gene2895	KB906404_gene2895	250	annotation not available
1121377.KB906404_gene2896	KB906404_gene2896	272	annotation not available
1121377.KB906404_gene2897	KB906404_gene2897	236	annotation not available
1121377.KB906404_gene2898	KB906404_gene2898	455	annotation not available
1121377.KB906404_gene2899	KB906404_gene2899	140	annotation not available
1121377.KB906404_gene2900	KB906404_gene2900	223	annotation not available
1121377.KB906404_gene2901	KB906404_gene2901	256	annotation not available
1121377.KB906404_gene2902	KB906404_gene2902	224	annotation not available
1121377.KB906404_gene2903	KB906404_gene2903	335	annotation not available
1121377.KB906404_gene2904	KB906404_gene2904	132	annotation not available
1121377.KB906404_gene2905	KB906404_gene2905	263	annotation not available
1121377.KB906404_gene2906	KB906404_gene2906	215	annotation not available
1121377.KB906404_gene2907	KB906404_gene2907	295	annotation not available
1121377.KB906404_gene2908	KB906404_gene2908	126	annotation not available
1121377.KB906404_gene2909	KB906404_gene2909	367	annotation not available
1121377.KB906404_gene2910	KB906404_gene2910	224	annotation not available
1121377.KB906404_gene2911	KB906404_gene2911	318	annotation not available
1121377.KB906404_gene2912	KB906404_gene2912	577	annotation not available
1121377.KB906404_gene2913	KB906404_gene2913	358	annotation not available
1121377.KB906404_gene2914	KB906404_gene2914	64	annotation not available
1121377.KB906404_gene2915	KB906404_gene2915	183	annotation not available
1121377.KB906404_gene2916	KB906404_gene2916	248	annotation not available
1121377.KB906404_gene2917	KB906404_gene2917	167	annotation not available
1121377.KB906404_gene2918	KB906404_gene2918	186	annotation not available
1121377.KB906404_gene2919	KB906404_gene2919	135	annotation not available
1121377.KB906404_gene2920	KB906404_gene2920	454	annotation not available
1121377.KB906404_gene2921	KB906404_gene2921	482	annotation not available
1121377.KB906404_gene2922	KB906404_gene2922	305	annotation not available
1121377.KB906404_gene2923	KB906404_gene2923	256	annotation not available
1121377.KB906404_gene2924	KB906404_gene2924	81	annotation not available
1121377.KB906404_gene2925	KB906404_gene2925	242	annotation not available
1121377.KB906404_gene2926	KB906404_gene2926	158	annotation not available
1121377.KB906404_gene2927	KB906404_gene2927	209	annotation not available
1121377.KB906404_gene2928	KB906404_gene2928	222	annotation not available
1121377.KB906404_gene2929	KB906404_gene2929	96	annotation not available
1121377.KB906404_gene2930	KB906404_gene2930	225	annotation not available
1121377.KB906404_gene2931	KB906404_gene2931	672	annotation not available
1121377.KB906404_gene2932	KB906404_gene2932	195	annotation not available
1121377.KB906404_gene2933	KB906404_gene2933	81	annotation not available
1121377.KB906404_gene2934	KB906404_gene2934	295	annotation not available
1121377.KB906404_gene2935	KB906404_gene2935	142	annotation not available
1121377.KB906404_gene2936	KB906404_gene2936	649	annotation not available
1121377.KB906404_gene2937	KB906404_gene2937	284	annotation not available
1121377.KB906404_gene2938	KB906404_gene2938	959	annotation not available
1121377.KB906404_gene2939	KB906404_gene2939	282	annotation not available
1121377.KB906404_gene2940	KB906404_gene2940	81	annotation not available
1121377.KB906404_gene2941	KB906404_gene2941	187	annotation not available
1121377.KB906404_gene2942	KB906404_gene2942	287	annotation not available
1121377.KB906404_gene2943	KB906404_gene2943	218	annotation not available
1121377.KB906404_gene2944	KB906404_gene2944	468	annotation not available
1121377.KB906404_gene2945	KB906404_gene2945	446	annotation not available
1121377.KB906404_gene2946	KB906404_gene2946	393	annotation not available
1121377.KB906404_gene2947	KB906404_gene2947	416	annotation not available
1121377.KB906404_gene2948	KB906404_gene2948	419	annotation not available
1121377.KB906404_gene2949	KB906404_gene2949	224	annotation not available
1121377.KB906404_gene2950	KB906404_gene2950	235	annotation not available
1121377.KB906404_gene2951	KB906404_gene2951	153	annotation not available
1121377.KB906404_gene2952	KB906404_gene2952	241	annotation not available
1121377.KB906404_gene2953	KB906404_gene2953	388	annotation not available
1121377.KB906404_gene2954	KB906404_gene2954	139	annotation not available
1121377.KB906404_gene2955	KB906404_gene2955	329	annotation not available
1121377.KB906404_gene2956	KB906404_gene2956	199	annotation not available
1121377.KB906404_gene2957	KB906404_gene2957	292	annotation not available
1121377.KB906404_gene2958	KB906404_gene2958	165	annotation not available
1121377.KB906404_gene2959	KB906404_gene2959	338	annotation not available
1121377.KB906404_gene2960	KB906404_gene2960	502	annotation not available
1121377.KB906404_gene2961	KB906404_gene2961	303	annotation not available
1121377.KB906404_gene2962	KB906404_gene2962	529	annotation not available
1121377.KB906404_gene2963	KB906404_gene2963	1127	annotation not available
1121377.KB906404_gene2964	KB906404_gene2964	186	annotation not available
1121377.KB906404_gene2965	KB906404_gene2965	182	annotation not available
1121377.KB906404_gene2966	KB906404_gene2966	366	annotation not available
1121377.KB906404_gene2967	KB906404_gene2967	296	annotation not available
1121377.KB906404_gene2968	KB906404_gene2968	548	annotation not available
1121377.KB906404_gene2969	KB906404_gene2969	362	annotation not available
1121377.KB906404_gene2970	KB906404_gene2970	312	annotation not available
1121377.KB906404_gene2971	KB906404_gene2971	276	annotation not available
1121377.KB906404_gene2972	KB906404_gene2972	226	annotation not available
1121377.KB906404_gene2973	KB906404_gene2973	424	annotation not available
1121377.KB906404_gene2974	KB906404_gene2974	317	annotation not available
1121377.KB906404_gene2975	KB906404_gene2975	288	annotation not available
1121377.KB906404_gene2976	KB906404_gene2976	273	annotation not available
1121377.KB906404_gene2977	KB906404_gene2977	93	annotation not available
1121377.KB906404_gene2978	KB906404_gene2978	145	annotation not available
1121377.KB906404_gene2979	KB906404_gene2979	649	annotation not available
1121377.KB906404_gene2980	KB906404_gene2980	62	annotation not available
1121377.KB906404_gene2981	KB906404_gene2981	67	annotation not available
1121377.KB906404_gene2982	KB906404_gene2982	119	annotation not available
1121377.KB906404_gene2983	KB906404_gene2983	251	annotation not available
1121377.KB906404_gene2984	KB906404_gene2984	227	annotation not available
1121377.KB906404_gene2985	KB906404_gene2985	392	annotation not available
1121377.KB906404_gene2986	KB906404_gene2986	73	annotation not available
1121377.KB906404_gene2987	KB906404_gene2987	203	annotation not available
1121377.KB906404_gene2988	KB906404_gene2988	348	annotation not available
1121377.KB906404_gene2989	KB906404_gene2989	330	annotation not available
1121377.KB906404_gene2990	KB906404_gene2990	165	annotation not available
1121377.KB906404_gene2991	KB906404_gene2991	220	annotation not available
1121377.KB906404_gene2992	KB906404_gene2992	273	annotation not available
1121377.KB906404_gene2993	KB906404_gene2993	188	annotation not available
1121377.KB906405_gene1	KB906405_gene1	624	annotation not available
1121377.KB906405_gene10	KB906405_gene10	184	annotation not available
1121377.KB906405_gene100	KB906405_gene100	151	annotation not available
1121377.KB906405_gene101	KB906405_gene101	366	annotation not available
1121377.KB906405_gene102	KB906405_gene102	386	annotation not available
1121377.KB906405_gene103	KB906405_gene103	100	annotation not available
1121377.KB906405_gene104	KB906405_gene104	355	annotation not available
1121377.KB906405_gene105	KB906405_gene105	207	annotation not available
1121377.KB906405_gene106	KB906405_gene106	108	annotation not available
1121377.KB906405_gene107	KB906405_gene107	143	annotation not available
1121377.KB906405_gene108	KB906405_gene108	157	annotation not available
1121377.KB906405_gene109	KB906405_gene109	127	annotation not available
1121377.KB906405_gene11	KB906405_gene11	342	annotation not available
1121377.KB906405_gene110	KB906405_gene110	202	annotation not available
1121377.KB906405_gene111	KB906405_gene111	136	annotation not available
1121377.KB906405_gene112	KB906405_gene112	612	annotation not available
1121377.KB906405_gene113	KB906405_gene113	230	annotation not available
1121377.KB906405_gene114	KB906405_gene114	223	annotation not available
1121377.KB906405_gene115	KB906405_gene115	154	annotation not available
1121377.KB906405_gene116	KB906405_gene116	238	annotation not available
1121377.KB906405_gene117	KB906405_gene117	129	annotation not available
1121377.KB906405_gene118	KB906405_gene118	493	annotation not available
1121377.KB906405_gene119	KB906405_gene119	313	annotation not available
1121377.KB906405_gene12	KB906405_gene12	167	annotation not available
1121377.KB906405_gene120	KB906405_gene120	102	annotation not available
1121377.KB906405_gene121	KB906405_gene121	225	annotation not available
1121377.KB906405_gene122	KB906405_gene122	249	annotation not available
1121377.KB906405_gene123	KB906405_gene123	60	annotation not available
1121377.KB906405_gene124	KB906405_gene124	293	annotation not available
1121377.KB906405_gene125	KB906405_gene125	73	annotation not available
1121377.KB906405_gene126	KB906405_gene126	367	annotation not available
1121377.KB906405_gene127	KB906405_gene127	203	annotation not available
1121377.KB906405_gene128	KB906405_gene128	207	annotation not available
1121377.KB906405_gene129	KB906405_gene129	167	annotation not available
1121377.KB906405_gene13	KB906405_gene13	249	annotation not available
1121377.KB906405_gene130	KB906405_gene130	125	annotation not available
1121377.KB906405_gene131	KB906405_gene131	491	annotation not available
1121377.KB906405_gene132	KB906405_gene132	222	annotation not available
1121377.KB906405_gene133	KB906405_gene133	230	annotation not available
1121377.KB906405_gene134	KB906405_gene134	135	annotation not available
1121377.KB906405_gene135	KB906405_gene135	358	annotation not available
1121377.KB906405_gene136	KB906405_gene136	683	annotation not available
1121377.KB906405_gene137	KB906405_gene137	292	annotation not available
1121377.KB906405_gene138	KB906405_gene138	194	annotation not available
1121377.KB906405_gene139	KB906405_gene139	467	annotation not available
1121377.KB906405_gene14	KB906405_gene14	186	annotation not available
1121377.KB906405_gene140	KB906405_gene140	447	annotation not available
1121377.KB906405_gene141	KB906405_gene141	334	annotation not available
1121377.KB906405_gene142	KB906405_gene142	337	annotation not available
1121377.KB906405_gene143	KB906405_gene143	404	annotation not available
1121377.KB906405_gene144	KB906405_gene144	409	annotation not available
1121377.KB906405_gene145	KB906405_gene145	436	annotation not available
1121377.KB906405_gene146	KB906405_gene146	266	annotation not available
1121377.KB906405_gene147	KB906405_gene147	26	annotation not available
1121377.KB906405_gene15	KB906405_gene15	387	annotation not available
1121377.KB906405_gene16	KB906405_gene16	370	annotation not available
1121377.KB906405_gene17	KB906405_gene17	177	annotation not available
1121377.KB906405_gene18	KB906405_gene18	382	annotation not available
1121377.KB906405_gene19	KB906405_gene19	168	annotation not available
1121377.KB906405_gene2	KB906405_gene2	401	annotation not available
1121377.KB906405_gene20	KB906405_gene20	386	annotation not available
1121377.KB906405_gene21	KB906405_gene21	384	annotation not available
1121377.KB906405_gene22	KB906405_gene22	201	annotation not available
1121377.KB906405_gene23	KB906405_gene23	206	annotation not available
1121377.KB906405_gene24	KB906405_gene24	163	annotation not available
1121377.KB906405_gene25	KB906405_gene25	154	annotation not available
1121377.KB906405_gene26	KB906405_gene26	40	annotation not available
1121377.KB906405_gene27	KB906405_gene27	66	annotation not available
1121377.KB906405_gene28	KB906405_gene28	212	annotation not available
1121377.KB906405_gene29	KB906405_gene29	429	annotation not available
1121377.KB906405_gene3	KB906405_gene3	225	annotation not available
1121377.KB906405_gene30	KB906405_gene30	196	annotation not available
1121377.KB906405_gene31	KB906405_gene31	194	annotation not available
1121377.KB906405_gene32	KB906405_gene32	286	annotation not available
1121377.KB906405_gene33	KB906405_gene33	238	annotation not available
1121377.KB906405_gene34	KB906405_gene34	89	annotation not available
1121377.KB906405_gene35	KB906405_gene35	222	annotation not available
1121377.KB906405_gene36	KB906405_gene36	157	annotation not available
1121377.KB906405_gene37	KB906405_gene37	747	annotation not available
1121377.KB906405_gene38	KB906405_gene38	472	annotation not available
1121377.KB906405_gene39	KB906405_gene39	117	annotation not available
1121377.KB906405_gene4	KB906405_gene4	323	annotation not available
1121377.KB906405_gene40	KB906405_gene40	68	annotation not available
1121377.KB906405_gene41	KB906405_gene41	260	annotation not available
1121377.KB906405_gene42	KB906405_gene42	155	annotation not available
1121377.KB906405_gene43	KB906405_gene43	61	annotation not available
1121377.KB906405_gene44	KB906405_gene44	187	annotation not available
1121377.KB906405_gene45	KB906405_gene45	589	annotation not available
1121377.KB906405_gene46	KB906405_gene46	138	annotation not available
1121377.KB906405_gene47	KB906405_gene47	94	annotation not available
1121377.KB906405_gene48	KB906405_gene48	222	annotation not available
1121377.KB906405_gene49	KB906405_gene49	243	annotation not available
1121377.KB906405_gene5	KB906405_gene5	221	annotation not available
1121377.KB906405_gene50	KB906405_gene50	48	annotation not available
1121377.KB906405_gene51	KB906405_gene51	134	annotation not available
1121377.KB906405_gene52	KB906405_gene52	285	annotation not available
1121377.KB906405_gene53	KB906405_gene53	222	annotation not available
1121377.KB906405_gene54	KB906405_gene54	102	annotation not available
1121377.KB906405_gene55	KB906405_gene55	305	annotation not available
1121377.KB906405_gene56	KB906405_gene56	345	annotation not available
1121377.KB906405_gene57	KB906405_gene57	64	annotation not available
1121377.KB906405_gene58	KB906405_gene58	233	annotation not available
1121377.KB906405_gene59	KB906405_gene59	253	annotation not available
1121377.KB906405_gene6	KB906405_gene6	203	annotation not available
1121377.KB906405_gene60	KB906405_gene60	201	annotation not available
1121377.KB906405_gene61	KB906405_gene61	300	annotation not available
1121377.KB906405_gene62	KB906405_gene62	179	annotation not available
1121377.KB906405_gene63	KB906405_gene63	266	annotation not available
1121377.KB906405_gene64	KB906405_gene64	383	annotation not available
1121377.KB906405_gene65	KB906405_gene65	200	annotation not available
1121377.KB906405_gene66	KB906405_gene66	398	annotation not available
1121377.KB906405_gene67	KB906405_gene67	408	annotation not available
1121377.KB906405_gene68	KB906405_gene68	186	annotation not available
1121377.KB906405_gene69	KB906405_gene69	227	annotation not available
1121377.KB906405_gene7	KB906405_gene7	106	annotation not available
1121377.KB906405_gene70	KB906405_gene70	291	annotation not available
1121377.KB906405_gene71	KB906405_gene71	466	annotation not available
1121377.KB906405_gene72	KB906405_gene72	281	annotation not available
1121377.KB906405_gene73	KB906405_gene73	246	annotation not available
1121377.KB906405_gene74	KB906405_gene74	132	annotation not available
1121377.KB906405_gene75	KB906405_gene75	254	annotation not available
1121377.KB906405_gene76	KB906405_gene76	298	annotation not available
1121377.KB906405_gene77	KB906405_gene77	81	annotation not available
1121377.KB906405_gene78	KB906405_gene78	396	annotation not available
1121377.KB906405_gene79	KB906405_gene79	947	annotation not available
1121377.KB906405_gene8	KB906405_gene8	321	annotation not available
1121377.KB906405_gene80	KB906405_gene80	441	annotation not available
1121377.KB906405_gene81	KB906405_gene81	97	annotation not available
1121377.KB906405_gene82	KB906405_gene82	199	annotation not available
1121377.KB906405_gene83	KB906405_gene83	70	annotation not available
1121377.KB906405_gene84	KB906405_gene84	246	annotation not available
1121377.KB906405_gene85	KB906405_gene85	226	annotation not available
1121377.KB906405_gene86	KB906405_gene86	276	annotation not available
1121377.KB906405_gene87	KB906405_gene87	328	annotation not available
1121377.KB906405_gene88	KB906405_gene88	213	annotation not available
1121377.KB906405_gene89	KB906405_gene89	440	annotation not available
1121377.KB906405_gene9	KB906405_gene9	309	annotation not available
1121377.KB906405_gene90	KB906405_gene90	134	annotation not available
1121377.KB906405_gene91	KB906405_gene91	232	annotation not available
1121377.KB906405_gene92	KB906405_gene92	326	annotation not available
1121377.KB906405_gene93	KB906405_gene93	103	annotation not available
1121377.KB906405_gene94	KB906405_gene94	283	annotation not available
1121377.KB906405_gene95	KB906405_gene95	214	annotation not available
1121377.KB906405_gene96	KB906405_gene96	331	annotation not available
1121377.KB906405_gene97	KB906405_gene97	601	annotation not available
1121377.KB906405_gene98	KB906405_gene98	597	annotation not available
1121377.KB906405_gene99	KB906405_gene99	306	annotation not available
1121377.KB906406_gene148	KB906406_gene148	260	annotation not available
1121377.KB906406_gene149	KB906406_gene149	125	annotation not available
1121377.KB906406_gene150	KB906406_gene150	351	annotation not available
1121377.KB906406_gene151	KB906406_gene151	164	annotation not available
1121377.KB906406_gene152	KB906406_gene152	355	annotation not available
1121377.KB906406_gene153	KB906406_gene153	463	annotation not available
1121377.KB906406_gene154	KB906406_gene154	223	annotation not available
1121377.KB906406_gene155	KB906406_gene155	112	annotation not available
1121377.KB906406_gene156	KB906406_gene156	367	annotation not available
1121377.KB906406_gene157	KB906406_gene157	424	annotation not available
1121377.KB906406_gene158	KB906406_gene158	294	annotation not available
1121377.KB906406_gene159	KB906406_gene159	339	annotation not available
1121377.KB906406_gene160	KB906406_gene160	819	annotation not available
1121377.KB906406_gene161	KB906406_gene161	314	annotation not available
1121377.KB906406_gene162	KB906406_gene162	447	annotation not available
1121377.KB906406_gene163	KB906406_gene163	487	annotation not available
1121377.KB906406_gene164	KB906406_gene164	621	annotation not available
1121377.KB906406_gene165	KB906406_gene165	46	annotation not available
1121377.KB906406_gene166	KB906406_gene166	413	annotation not available
1121377.KB906406_gene167	KB906406_gene167	368	annotation not available
1121377.KB906406_gene168	KB906406_gene168	295	annotation not available
1121377.KB906406_gene169	KB906406_gene169	87	annotation not available
1121377.KB906406_gene170	KB906406_gene170	277	annotation not available
1121377.KB906406_gene171	KB906406_gene171	253	annotation not available
1121377.KB906406_gene172	KB906406_gene172	209	annotation not available
1121377.KB906406_gene173	KB906406_gene173	154	annotation not available
1121377.KB906406_gene174	KB906406_gene174	285	annotation not available
1121377.KB906406_gene175	KB906406_gene175	404	annotation not available
1121377.KB906406_gene176	KB906406_gene176	116	annotation not available
1121377.KB906406_gene177	KB906406_gene177	406	annotation not available
1121377.KB906406_gene178	KB906406_gene178	515	annotation not available
1121377.KB906406_gene179	KB906406_gene179	190	annotation not available
1121377.KB906406_gene180	KB906406_gene180	321	annotation not available
1121377.KB906406_gene181	KB906406_gene181	234	annotation not available
1121377.KB906406_gene182	KB906406_gene182	261	annotation not available
1121377.KB906406_gene183	KB906406_gene183	135	annotation not available
1121377.KB906406_gene184	KB906406_gene184	561	annotation not available
1121377.KB906406_gene185	KB906406_gene185	252	annotation not available
1121377.KB906406_gene186	KB906406_gene186	336	annotation not available
1121377.KB906406_gene187	KB906406_gene187	355	annotation not available
1121377.KB906406_gene188	KB906406_gene188	260	annotation not available
1121377.KB906406_gene189	KB906406_gene189	568	annotation not available
1121377.KB906406_gene190	KB906406_gene190	283	annotation not available
1121377.KB906406_gene191	KB906406_gene191	128	annotation not available
1121377.KB906406_gene192	KB906406_gene192	261	annotation not available
1121377.KB906406_gene193	KB906406_gene193	63	annotation not available
1121377.KB906406_gene194	KB906406_gene194	331	annotation not available
1121377.KB906406_gene195	KB906406_gene195	320	annotation not available
1121377.KB906406_gene196	KB906406_gene196	166	annotation not available
1121377.KB906406_gene197	KB906406_gene197	381	annotation not available
1121377.KB906406_gene198	KB906406_gene198	327	annotation not available
1121377.KB906406_gene199	KB906406_gene199	412	annotation not available
1121377.KB906406_gene200	KB906406_gene200	365	annotation not available
1121377.KB906406_gene201	KB906406_gene201	511	annotation not available
1121377.KB906406_gene202	KB906406_gene202	629	annotation not available
1121377.KB906406_gene203	KB906406_gene203	151	annotation not available
1121377.KB906406_gene204	KB906406_gene204	99	annotation not available
1121377.KB906406_gene205	KB906406_gene205	290	annotation not available
1121377.KB906406_gene206	KB906406_gene206	324	annotation not available
1121377.KB906406_gene207	KB906406_gene207	542	annotation not available
1121377.KB906406_gene208	KB906406_gene208	314	annotation not available
1121377.KB906406_gene209	KB906406_gene209	145	annotation not available
1121377.KB906406_gene210	KB906406_gene210	196	annotation not available
1121377.KB906406_gene211	KB906406_gene211	261	annotation not available
1121377.KB906406_gene212	KB906406_gene212	294	annotation not available
1121377.KB906406_gene213	KB906406_gene213	313	annotation not available
1121377.KB906406_gene214	KB906406_gene214	85	annotation not available
1121377.KB906406_gene215	KB906406_gene215	266	annotation not available
1121377.KB906406_gene216	KB906406_gene216	488	annotation not available
1121377.KB906406_gene217	KB906406_gene217	190	annotation not available
1121377.KB906406_gene218	KB906406_gene218	472	annotation not available
1121377.KB906406_gene219	KB906406_gene219	388	annotation not available
1121377.KB906406_gene220	KB906406_gene220	450	annotation not available
1121377.KB906406_gene221	KB906406_gene221	372	annotation not available
1121377.KB906406_gene222	KB906406_gene222	121	annotation not available
1121377.KB906406_gene223	KB906406_gene223	181	annotation not available
1121377.KB906406_gene224	KB906406_gene224	230	annotation not available
1121377.KB906406_gene225	KB906406_gene225	319	annotation not available
1121377.KB906406_gene226	KB906406_gene226	322	annotation not available
1121377.KB906406_gene227	KB906406_gene227	312	annotation not available
1121377.KB906406_gene228	KB906406_gene228	217	annotation not available
1121377.KB906406_gene229	KB906406_gene229	170	annotation not available
1121377.KB906406_gene230	KB906406_gene230	100	annotation not available
1121377.KB906406_gene231	KB906406_gene231	367	annotation not available
1121377.KB906406_gene232	KB906406_gene232	63	annotation not available
1121377.KB906406_gene233	KB906406_gene233	664	annotation not available
1121377.KB906406_gene234	KB906406_gene234	285	annotation not available
1121377.KB906406_gene235	KB906406_gene235	318	annotation not available
1121377.KB906406_gene236	KB906406_gene236	68	annotation not available
1121377.KB906406_gene237	KB906406_gene237	573	annotation not available
1121377.KB906406_gene238	KB906406_gene238	322	annotation not available
1121377.KB906406_gene239	KB906406_gene239	295	annotation not available
1121377.KB906406_gene240	KB906406_gene240	168	annotation not available
1121377.KB906406_gene241	KB906406_gene241	172	annotation not available
1121377.KB906406_gene242	KB906406_gene242	127	annotation not available
1121377.KB906406_gene243	KB906406_gene243	277	annotation not available
1121377.KB906406_gene244	KB906406_gene244	383	annotation not available
1121377.KB906406_gene245	KB906406_gene245	315	annotation not available
1121377.KB906406_gene246	KB906406_gene246	468	annotation not available
1121377.KB906406_gene247	KB906406_gene247	475	annotation not available
1121377.KB906406_gene248	KB906406_gene248	309	annotation not available
1121377.KB906406_gene249	KB906406_gene249	353	annotation not available
1121377.KB906406_gene250	KB906406_gene250	399	annotation not available
1121377.KB906406_gene251	KB906406_gene251	387	annotation not available
1121377.KB906406_gene252	KB906406_gene252	330	annotation not available
1121377.KB906406_gene253	KB906406_gene253	344	annotation not available
1121377.KB906406_gene254	KB906406_gene254	281	annotation not available
